station_id,name,elevation_m,latitude,longitude,state
SNOTEL:355_MT_SNTL,Bloody Dick,2316.47998046875,45.16506958007813,-113.50099182128906,Montana
SNOTEL:356_CA_SNTL,Blue Lakes,2458.821533203125,38.608001708984375,-119.92436981201172,California
SNOTEL:358_WY_SNTL,Bone Springs Div,2849.8798828125,44.67887878417969,-107.5811004638672,Wyoming
SNOTEL:360_MT_SNTL,Boulder Mountain,2423.159912109375,46.55960083007813,-111.28972625732422,Montana
SNOTEL:363_MT_SNTL,Box Canyon,2033.0159912109373,45.27190017700195,-110.24903106689452,Montana
SNOTEL:364_UT_SNTL,Box Creek,3003.1943359375,38.50809097290039,-112.01856231689452,Utah
SNOTEL:365_MT_SNTL,Brackett Creek,2231.135986328125,45.89107131958008,-110.93850708007812,Montana
SNOTEL:366_UT_SNTL,Brighton,2671.876708984375,40.59936141967773,-111.58167266845705,Utah
SNOTEL:368_UT_SNTL,Brown Duck,3222.955078125,40.58102035522461,-110.58586883544922,Utah
SNOTEL:370_ID_SNTL,Brundage Reservoir,1905.0,45.04315185546875,-116.13253021240234,Idaho
SNOTEL:373_NV_SNTL,Buckskin Lower,2112.263916015625,41.75067138671875,-117.53182220458984,Nevada
SNOTEL:375_WA_SNTL,Bumping Ridge,1405.1280517578125,46.81003189086914,-121.33058166503906,Washington
SNOTEL:376_WA_SNTL,Bunchgrass Mdw,1524.0,48.6868782043457,-117.17633056640624,Washington
SNOTEL:377_WY_SNTL,Burgess Junction,2401.823974609375,44.78765106201172,-107.52916717529295,Wyoming
SNOTEL:379_WY_SNTL,Burroughs Creek,2667.0,43.69733047485352,-109.6702117919922,Wyoming
SNOTEL:380_CO_SNTL,Butte,3096.76806640625,38.89432907104492,-106.9530029296875,Colorado
SNOTEL:381_MT_SNTL,Calvert Creek,1959.864013671875,45.8838005065918,-113.32553100585938,Montana
SNOTEL:385_MT_SNTL,Carrot Basin,2743.199951171875,44.96192169189453,-111.29402923583984,Montana
SNOTEL:386_CO_SNTL,Cascade,2706.6240234375,37.65082931518555,-107.80602264404295,Colorado
SNOTEL:387_CO_SNTL,Cascade #2,2718.81591796875,37.65800094604492,-107.80268096923828,Colorado
SNOTEL:388_OR_SNTL,Cascade Summit,1554.47998046875,43.59041976928711,-122.06009674072266,Oregon
SNOTEL:389_WY_SNTL,Casper Mtn.,2407.919921875,42.73389053344727,-106.31861114501952,Wyoming
SNOTEL:390_UT_SNTL,Castle Valley,2928.213623046875,37.660980224609375,-112.74092864990234,Utah
SNOTEL:392_UT_SNTL,Chalk Creek #1,2795.32080078125,40.85464096069336,-111.0476531982422,Utah
SNOTEL:393_UT_SNTL,Chalk Creek #2,2501.79833984375,40.88528823852539,-111.06954193115234,Utah
SNOTEL:396_UT_SNTL,Chepeta,3200.09521484375,40.77457809448242,-110.010498046875,Utah
SNOTEL:398_OR_SNTL,Clackamas Lake,1036.3199462890623,45.096580505371094,-121.75443267822266,Oregon
SNOTEL:399_UT_SNTL,Clear Creek #1,2735.580078125,39.8667106628418,-111.28363037109376,Utah
SNOTEL:401_OR_SNTL,Clear Lake,1161.2879638671875,45.18832015991211,-121.69159698486328,Oregon
SNOTEL:402_WY_SNTL,Cloud Peak Reservoir,3005.327880859375,44.4034309387207,-107.0605697631836,Wyoming
SNOTEL:403_MT_SNTL,Clover Meadow,2621.280029296875,45.017879486083984,-111.84559631347656,Montana
SNOTEL:406_OR_SNTL,Cold Springs Camp,1810.511962890625,42.533050537109375,-122.17682647705078,Oregon
SNOTEL:407_MT_SNTL,Cole Creek,2392.679931640625,45.19404983520508,-109.3454818725586,Montana
SNOTEL:409_CO_SNTL,Columbine Pass,2865.1201171875,38.41794967651367,-108.38249206542969,Colorado
SNOTEL:410_MT_SNTL,Combination,1706.8800048828125,46.46522903442383,-113.3935775756836,Montana
SNOTEL:411_ID_SNTL,Cool Creek,1914.14404296875,46.76361083984375,-115.29528045654295,Idaho
SNOTEL:412_CO_SNTL,Copeland Lake,2621.280029296875,40.20777893066406,-105.56861114501952,Colorado
SNOTEL:413_MT_SNTL,Copper Bottom,1584.9599609375,47.05678176879883,-112.59500122070312,Montana
SNOTEL:414_MT_SNTL,Copper Camp,2118.360107421875,47.081581115722656,-112.72955322265624,Montana
SNOTEL:415_CO_SNTL,Copper Mountain,3215.639892578125,39.489540100097656,-106.17095184326172,Colorado
SNOTEL:416_AZ_SNTL,Coronado Trail,2560.320068359375,33.80392074584961,-109.15281677246094,Arizona
SNOTEL:417_NV_SNTL,Corral Canyon,2574.035888671875,40.27550888061523,-115.54016876220705,Nevada
SNOTEL:418_WA_SNTL,Corral Pass,1767.8399658203125,47.01871871948242,-121.46463775634766,Washington
SNOTEL:419_WY_SNTL,Cottonwood Creek,2337.81591796875,42.64590072631836,-110.8148193359375,Wyoming
SNOTEL:420_WA_SNTL,Cougar Mountain,975.3599853515624,47.27666091918945,-121.67137908935548,Washington
SNOTEL:422_OR_SNTL,County Line,1472.1839599609375,45.19107055664063,-118.5501480102539,Oregon
SNOTEL:423_ID_SNTL,Cozy Cove,1645.9200439453125,44.28845977783203,-115.65508270263672,Idaho
SNOTEL:424_ID_SNTL,Crab Creek,2103.1201171875,44.4370002746582,-111.99384307861328,Idaho
SNOTEL:426_CO_SNTL,Crosho,2773.679931640625,40.16744995117188,-107.05750274658205,Colorado
SNOTEL:428_CA_SNTL,Css Lab,2101.291259765625,39.32564926147461,-120.36807250976562,California
SNOTEL:430_CO_SNTL,Culebra #2,3200.39990234375,37.209449768066406,-105.19959259033205,Colorado
SNOTEL:431_CO_SNTL,Cumbres Trestle,3060.19189453125,37.01877975463867,-106.45178985595705,Colorado
SNOTEL:432_UT_SNTL,Currant Creek,2412.491943359375,40.35747146606445,-111.08992767333984,Utah
SNOTEL:433_MT_SNTL,Daly Creek,1761.7440185546875,46.18367004394531,-113.85330200195312,Montana
SNOTEL:434_OR_SNTL,Daly Lake,1124.7120361328123,44.52146911621094,-122.0871810913086,Oregon
SNOTEL:436_MT_SNTL,Darkhorse Lake,2726.43603515625,45.17367172241211,-113.58448028564452,Montana
SNOTEL:437_MT_SNTL,Deadman Creek,1965.9599609375,46.79278945922852,-110.67545318603516,Montana
SNOTEL:438_CO_SNTL,Deadman Hill,3115.055908203125,40.80570983886719,-105.76992797851562,Colorado
SNOTEL:439_ID_SNTL,Deadwood Summit,2090.927978515625,44.54513931274414,-115.56379699707031,Idaho
SNOTEL:444_UT_SNTL,Dills Camp,2812.6943359375,39.04553985595703,-111.46875,Utah
SNOTEL:448_MT_SNTL,Divide,2377.43994140625,44.79317092895508,-112.05644989013672,Montana
SNOTEL:449_WY_SNTL,Divide Peak,2706.6240234375,41.30398178100586,-107.15241241455078,Wyoming
SNOTEL:450_ID_SNTL,Dollarhide Summit,2566.416015625,43.602500915527344,-114.6741714477539,Idaho
SNOTEL:451_WY_SNTL,Dome Lake,2706.6240234375,44.57461929321289,-107.29537200927734,Wyoming
SNOTEL:452_UT_SNTL,Donkey Reservoir,2986.735107421875,38.20840072631836,-111.47412109375,Utah
SNOTEL:455_UT_SNTL,Dry Bread Pond,2530.44970703125,41.41289138793945,-111.5376968383789,Utah
SNOTEL:457_CO_SNTL,Dry Lake,2560.320068359375,40.53396987915039,-106.78130340576172,Colorado
SNOTEL:458_MT_SNTL,Dupuyer Creek,1752.5999755859375,48.06341171264648,-112.7573013305664,Montana
SNOTEL:460_WY_SNTL,East Rim Divide,2417.06396484375,43.1309700012207,-110.20230102539062,Wyoming
SNOTEL:462_CA_SNTL,Ebbetts Pass,2639.872802734375,38.54970169067383,-119.80467987060548,California
SNOTEL:463_CA_SNTL,Echo Peak,2332.634521484375,38.8489990234375,-120.07949829101562,California
SNOTEL:464_OR_SNTL,Eilertson Meadows,1679.447998046875,44.86886978149414,-118.1138687133789,Oregon
SNOTEL:465_CO_SNTL,El Diente Peak,3048.0,37.786170959472656,-108.02155303955078,Colorado
SNOTEL:466_ID_SNTL,Elk Butte,1734.31201171875,46.83998107910156,-116.12232971191406,Idaho
SNOTEL:467_CO_SNTL,Elk River,2651.760009765625,40.84780883789063,-106.96871185302734,Colorado
SNOTEL:470_OR_SNTL,Emigrant Springs,1158.239990234375,45.55807876586914,-118.45382690429688,Oregon
SNOTEL:472_WY_SNTL,Evening Star,2804.159912109375,44.65258026123047,-109.78421783447266,Wyoming
SNOTEL:474_UT_SNTL,Farmington,2408.529541015625,40.9746208190918,-111.80975341796876,Utah
SNOTEL:475_UT_SNTL,Farnsworth Lake,2933.09033203125,38.7724609375,-111.67662048339844,Utah
SNOTEL:476_NV_SNTL,Fawn Creek,2143.048828125,41.82098007202149,-116.10153198242188,Nevada
SNOTEL:477_OR_SNTL,Fish Creek,2334.76806640625,42.70991897583008,-118.6321029663086,Oregon
SNOTEL:478_WA_SNTL,Fish Lake,1045.4639892578123,47.53564834594727,-121.08553314208984,Washington
SNOTEL:480_MT_SNTL,Fisher Creek,2773.679931640625,45.06235122680664,-109.94487762451172,Montana
SNOTEL:481_UT_SNTL,Five Points Lake,3335.426513671875,40.71784973144531,-110.46720886230469,Utah
SNOTEL:482_MT_SNTL,Flattop Mtn.,1920.239990234375,48.80224990844727,-113.8571319580078,Montana
SNOTEL:483_OR_SNTL,Fourmile Lake,1819.656005859375,42.4393310546875,-122.22879791259766,Oregon
SNOTEL:484_ID_SNTL,Franklin Basin,2481.072021484375,42.05049896240234,-111.6011962890625,Idaho
SNOTEL:485_CO_SNTL,Fremont Pass,3474.719970703125,39.37990951538086,-106.19680786132812,Colorado
SNOTEL:486_NM_SNTL,Frisco Divide,2438.39990234375,33.736461639404304,-108.9450225830078,New Mexico
SNOTEL:487_MT_SNTL,Frohner Meadow,1975.10400390625,46.43545150756836,-112.1927719116211,Montana
SNOTEL:488_AZ_SNTL,Fry,2194.56005859375,35.07297134399414,-111.84374237060548,Arizona
SNOTEL:489_ID_SNTL,Galena,2276.85595703125,43.877220153808594,-114.67250061035156,Idaho
SNOTEL:490_ID_SNTL,Galena Summit,2676.14404296875,43.87496948242188,-114.71363067626952,Idaho
SNOTEL:491_NM_SNTL,Gallegos Peak,2987.0400390625,36.19446182250977,-105.55795288085938,New Mexico
SNOTEL:493_ID_SNTL,Giveout,2112.263916015625,42.41320037841797,-111.16629791259766,Idaho
SNOTEL:494_OR_SNTL,Gold Center,1648.968017578125,44.76380157470703,-118.31169891357422,Oregon
SNOTEL:495_UT_SNTL,Gooseberry RS,2421.331298828125,38.80033874511719,-111.6833267211914,Utah
SNOTEL:497_WY_SNTL,Granite Creek,2063.49609375,43.34297943115234,-110.43495178222656,Wyoming
SNOTEL:498_NV_SNTL,Granite Peak,2591.71435546875,41.670318603515625,-117.56668090820312,Nevada
SNOTEL:499_WY_SNTL,Grassy Lake,2214.3720703125,44.126121520996094,-110.8343505859375,Wyoming
SNOTEL:500_MT_SNTL,Grave Creek,1310.6400146484375,48.91453170776367,-114.76663208007812,Montana
SNOTEL:503_NV_SNTL,Green Mountain,2494.7880859375,40.38479995727539,-115.52757263183594,Nevada
SNOTEL:505_CO_SNTL,Grizzly Peak,3383.280029296875,39.64630889892578,-105.8697280883789,Colorado
SNOTEL:507_WA_SNTL,Grouse Camp,1642.8719482421875,47.28107070922852,-120.48770904541016,Washington
SNOTEL:508_CA_SNTL,Hagans Meadow,2359.76171875,38.851898193359375,-119.9374008178711,California
SNOTEL:509_WY_SNTL,Hams Fork,2389.632080078125,42.14599990844727,-110.67832946777344,Wyoming
SNOTEL:510_MT_SNTL,Hand Creek,1534.66796875,48.30754089355469,-114.84075164794922,Montana
SNOTEL:512_WY_SNTL,Hansen Sawmill,2548.1279296875,44.256019592285156,-106.97982788085938,Wyoming
SNOTEL:514_UT_SNTL,Harris Flat,2375.001708984375,37.48997116088867,-112.57601928710938,Utah
SNOTEL:519_AZ_SNTL,Heber,2328.672119140625,34.31201934814453,-110.75431060791016,Arizona
SNOTEL:520_ID_SNTL,Hemlock Butte,1770.887939453125,46.48110961914063,-115.63361358642578,Idaho
SNOTEL:521_UT_SNTL,Hewinta,2895.60009765625,40.95008850097656,-110.48419189453124,Utah
SNOTEL:522_UT_SNTL,Hickerson Park,2780.385498046875,40.90663146972656,-109.9628677368164,Utah
SNOTEL:523_OR_SNTL,High Ridge,1499.615966796875,45.69681930541992,-118.1065673828125,Oregon
SNOTEL:524_ID_SNTL,Hilts Creek,2438.39990234375,44.01897048950195,-113.47229766845705,Idaho
SNOTEL:525_WY_SNTL,Hobbs Park,3078.47998046875,42.86983871459961,-109.09455108642578,Wyoming
SNOTEL:526_OR_SNTL,Hogg Pass,1459.991943359375,44.4204216003418,-121.85655212402344,Oregon
SNOTEL:528_UT_SNTL,Hole-in-Rock,2794.406494140625,40.921669006347656,-110.1862335205078,Utah
SNOTEL:529_OR_SNTL,Holland Meadows,1502.6639404296875,43.66917037963867,-122.56877136230469,Oregon
SNOTEL:530_MT_SNTL,Hoodoo Basin,1844.0400390625,46.97510147094727,-115.03489685058594,Montana
SNOTEL:531_CO_SNTL,Hoosier Pass,3474.719970703125,39.361270904541016,-106.05977630615234,Colorado
SNOTEL:532_NM_SNTL,Hopewell,3048.0,36.71630859375,-106.26348114013672,New Mexico
SNOTEL:533_UT_SNTL,Horse Ridge,2499.05517578125,41.313720703125,-111.4462432861328,Utah
SNOTEL:535_ID_SNTL,Humboldt Gulch,1295.4000244140625,47.53178024291992,-115.77642822265624,Idaho
SNOTEL:540_CA_SNTL,Independence Creek,1961.6927490234373,39.49000930786133,-120.28225708007812,California
SNOTEL:541_CA_SNTL,Independence Lake,2541.42236328125,39.42752075195313,-120.31342315673828,California
SNOTEL:542_CO_SNTL,Independence Pass,3230.8798828125,39.07538986206055,-106.61168670654295,Colorado
SNOTEL:543_UT_SNTL,Indian Canyon,2795.32080078125,39.89165878295898,-110.74604034423828,Utah
SNOTEL:548_NV_SNTL,Jack Creek Upper,2248.509521484375,41.54674911499024,-116.0051727294922,Nevada
SNOTEL:549_NV_SNTL,Jacks Peak,2567.63525390625,41.51359939575195,-116.01170349121094,Nevada
SNOTEL:550_ID_SNTL,Jackson Peak,2154.93603515625,44.05091857910156,-115.44322204589844,Idaho
SNOTEL:552_OR_SNTL,Jump Off Joe,1072.89599609375,44.38605117797852,-122.16683197021484,Oregon
SNOTEL:553_WA_SNTL,June Lake,1048.511962890625,46.14778137207031,-122.15412902832031,Washington
SNOTEL:554_WY_SNTL,Kelley R.S.,2493.263916015625,42.265541076660156,-110.80177307128906,Wyoming
SNOTEL:555_WY_SNTL,Kendall R.S.,2359.152099609375,43.24929809570313,-110.01661682128906,Wyoming
SNOTEL:556_CO_SNTL,Kiln,2926.080078125,39.31724166870117,-106.61453247070312,Colorado
SNOTEL:558_OR_SNTL,King Mountain,1322.83203125,42.72394943237305,-123.20037078857422,Oregon
SNOTEL:559_UT_SNTL,Kings Cabin,2660.29443359375,40.7163200378418,-109.54400634765624,Utah
SNOTEL:560_WY_SNTL,Kirwin,2910.840087890625,43.86066818237305,-109.3216323852539,Wyoming
SNOTEL:562_MT_SNTL,Kraft Creek,1447.800048828125,47.427490234375,-113.775146484375,Montana
SNOTEL:563_OR_SNTL,Lake Creek R.S.,1597.1519775390625,44.2100715637207,-118.63751983642578,Oregon
SNOTEL:564_CO_SNTL,Lake Eldora,2956.56005859375,39.9367790222168,-105.58956146240234,Colorado
SNOTEL:565_CO_SNTL,Lake Irene,3261.360107421875,40.41432189941406,-105.8198013305664,Colorado
SNOTEL:566_UT_SNTL,Lakefork #1,3087.014404296875,40.59709167480469,-110.43315887451172,Utah
SNOTEL:568_MT_SNTL,Lakeview Ridge,2255.52001953125,44.58906936645508,-111.82498168945312,Montana
SNOTEL:569_NV_SNTL,Lamance Creek,1949.196044921875,41.515419006347656,-117.63197326660156,Nevada
SNOTEL:570_NV_SNTL,Lamoille #3,2453.94482421875,40.644798278808594,-115.3812026977539,Nevada
SNOTEL:571_WY_SNTL,Laprele Creek,2552.699951171875,42.435829162597656,-105.86083221435548,Wyoming
SNOTEL:572_UT_SNTL,Lasal Mountain,2919.37451171875,38.48226165771485,-109.27198028564452,Utah
SNOTEL:575_CA_SNTL,Leavitt Meadows,2193.950439453125,38.30366897583008,-119.55110931396484,California
SNOTEL:576_MT_SNTL,Lemhi Ridge,2468.8798828125,44.99380111694336,-113.4439926147461,Montana
SNOTEL:577_WY_SNTL,Lewis Lake Divide,2392.679931640625,44.2086181640625,-110.6662826538086,Wyoming
SNOTEL:579_UT_SNTL,Lily Lake,2783.73828125,40.86492919921875,-110.79812622070312,Utah
SNOTEL:580_CO_SNTL,Lily Pond,3352.800048828125,37.37929153442383,-106.54834747314452,Colorado
SNOTEL:582_UT_SNTL,Little Bear,1995.8304443359373,41.40562057495117,-111.8260726928711,Utah
SNOTEL:583_UT_SNTL,Little Grassy,1848.612060546875,37.48630905151367,-113.84581756591795,Utah
SNOTEL:585_WY_SNTL,Little Warm,2855.97607421875,43.50278091430664,-109.7519989013672,Wyoming
SNOTEL:587_CA_SNTL,Lobdell Lake,2819.09521484375,38.43745040893555,-119.36572265625,California
SNOTEL:588_ID_SNTL,Lolo Pass,1597.1519775390625,46.63447952270508,-114.58071899414062,Idaho
SNOTEL:589_CO_SNTL,Lone Cone,2926.080078125,37.89183044433594,-108.19544219970705,Colorado
SNOTEL:590_MT_SNTL,Lone Mountain,2706.6240234375,45.27412033081055,-111.42691802978516,Montana
SNOTEL:591_WA_SNTL,Lone Pine,1197.864013671875,46.27143096923828,-121.96288299560548,Washington
SNOTEL:592_UT_SNTL,Long Flat,2432.91357421875,37.512550354003906,-113.3966064453125,Utah
SNOTEL:593_UT_SNTL,Long Valley Jct,2275.33203125,37.4875602722168,-112.51457977294922,Utah
SNOTEL:596_UT_SNTL,Lookout Peak,2487.472900390625,40.837310791015625,-111.70964813232422,Utah
SNOTEL:597_WY_SNTL,Loomis Park,2511.552001953125,43.17387008666992,-110.14006805419922,Wyoming
SNOTEL:600_ID_SNTL,Lost Lake,1862.3280029296875,47.08089828491211,-115.9604034423828,Idaho
SNOTEL:603_MT_SNTL,Lower Twin,2407.919921875,45.50870895385742,-111.92288208007812,Montana
SNOTEL:604_MT_SNTL,Lubrecht Flume,1426.4639892578125,46.88293075561523,-113.32228088378906,Montana
SNOTEL:605_OR_SNTL,Lucky Strike,1514.85595703125,45.2747802734375,-118.847900390625,Oregon
SNOTEL:606_WA_SNTL,Lyman Lake,1822.7039794921875,48.19797897338867,-120.91677856445312,Washington
SNOTEL:607_CO_SNTL,Lynx Pass,2706.6240234375,40.07806015014648,-106.67028045654295,Colorado
SNOTEL:610_ID_SNTL,Magic Mountain,2097.02392578125,42.18072128295898,-114.28662109375,Idaho
SNOTEL:612_UT_SNTL,Mammoth-Cottonwood,2654.503173828125,39.68338012695313,-111.31817626953124,Utah
SNOTEL:613_MT_SNTL,Many Glacier,1493.52001953125,48.79698181152344,-113.67050170898438,Montana
SNOTEL:614_OR_SNTL,Marion Forks,789.4320068359375,44.593971252441406,-121.97364807128906,Oregon
SNOTEL:615_NV_SNTL,Marlette Lake,2403.043212890625,39.1639518737793,-119.89672088623048,Nevada
SNOTEL:616_WY_SNTL,Marquette,2670.048095703125,44.30160140991211,-109.2401885986328,Wyoming
SNOTEL:617_AZ_SNTL,Maverick Fork,2804.159912109375,33.92121124267578,-109.45880889892578,Arizona
SNOTEL:619_OR_SNTL,Mckenzie,1453.89599609375,44.21030044555664,-121.87291717529295,Oregon
SNOTEL:620_ID_SNTL,Meadow Lake,2788.919921875,44.43655014038086,-113.31815338134766,Idaho
SNOTEL:621_UT_SNTL,Merchant Valley,2653.283935546875,38.30284881591797,-112.43637084960938,Utah
SNOTEL:622_CO_SNTL,Mesa Lakes,3048.0,39.05831146240234,-108.058349609375,Colorado
SNOTEL:623_ID_SNTL,Mica Creek,1374.64794921875,47.15045166015625,-116.26643371582031,Idaho
SNOTEL:625_WY_SNTL,Middle Powder,2365.248046875,43.62728118896485,-107.18138122558594,Wyoming
SNOTEL:626_UT_SNTL,Midway Valley,2995.26953125,37.56932830810547,-112.83849334716795,Utah
SNOTEL:627_ID_SNTL,Mill Creek Summit,2682.239990234375,44.47211837768555,-114.48992156982422,Idaho
SNOTEL:628_UT_SNTL,Mill-D North,2731.92236328125,40.65882873535156,-111.63683319091795,Utah
SNOTEL:629_CO_SNTL,Mineral Creek,3060.19189453125,37.847469329833984,-107.72657012939452,Colorado
SNOTEL:633_CA_SNTL,Monitor Pass,2531.668701171875,38.66830062866211,-119.60870361328124,California
SNOTEL:637_ID_SNTL,Mores Creek Summit,1859.280029296875,43.93199920654297,-115.66587829589844,Idaho
SNOTEL:640_AZ_SNTL,Mormon Mountain,2286.0,34.941089630126946,-111.51849365234376,Arizona
SNOTEL:642_WA_SNTL,Morse Lake,1648.968017578125,46.90584945678711,-121.48269653320312,Washington
SNOTEL:643_UT_SNTL,Mosby Mtn.,2911.75439453125,40.60797882080078,-109.88809967041016,Utah
SNOTEL:644_WA_SNTL,Moses Mtn,1527.0479736328125,48.36162948608398,-119.0815887451172,Washington
SNOTEL:645_ID_SNTL,Mosquito Ridge,1603.248046875,48.05725860595703,-116.23055267333984,Idaho
SNOTEL:646_MT_SNTL,Moss Peak,2066.5439453125,47.68492889404297,-113.9623031616211,Montana
SNOTEL:647_OR_SNTL,Moss Springs,1755.64794921875,45.271728515625,-117.68746948242188,Oregon
SNOTEL:648_WA_SNTL,Mount Crag,1207.008056640625,47.76369857788086,-123.0260009765625,Washington
SNOTEL:649_MT_SNTL,Mount Lockhart,1950.719970703125,47.91727066040039,-112.82379913330078,Montana
SNOTEL:650_ID_SNTL,Mountain Meadows,1926.3360595703125,45.69694137573242,-115.22972106933594,Idaho
SNOTEL:651_OR_SNTL,Mt Hood Test Site,1636.7760009765625,45.32096862792969,-121.7157974243164,Oregon
SNOTEL:652_NV_SNTL,Mt Rose Ski Area,2682.544921875,39.315731048583984,-119.8947296142578,Nevada
SNOTEL:654_ID_SNTL,Mud Flat,1746.5040283203125,42.600399017333984,-116.55924987792969,Idaho
SNOTEL:655_OR_SNTL,Mud Ridge,1240.5360107421875,45.25362014770508,-121.73673248291016,Oregon
SNOTEL:657_MT_SNTL,N Fk Elk Creek,1905.0,46.87160110473633,-113.27725219726562,Montana
SNOTEL:658_CO_SNTL,Nast Lake,2651.760009765625,39.297218322753906,-106.60694122314452,Colorado
SNOTEL:661_WY_SNTL,New Fork Lake,2542.031982421875,43.11265182495117,-109.94947052001952,Wyoming
SNOTEL:662_MT_SNTL,Nez Perce Camp,1722.1199951171875,45.73107147216797,-114.48075103759766,Montana
SNOTEL:663_CO_SNTL,Niwot,3020.568115234375,40.03522872924805,-105.54425811767578,Colorado
SNOTEL:664_MT_SNTL,Noisy Basin,1840.991943359375,48.15678024291992,-113.94637298583984,Montana
SNOTEL:665_NM_SNTL,North Costilla,3230.8798828125,36.99377822875977,-105.25962829589844,New Mexico
SNOTEL:666_OR_SNTL,North Fork,932.68798828125,45.550498962402344,-122.0028305053711,Oregon
SNOTEL:667_MT_SNTL,North Fork Jocko,1929.384033203125,47.27259826660156,-113.75617218017578,Montana
SNOTEL:669_CO_SNTL,North Lost Trail,2804.159912109375,39.07812881469727,-107.14389038085938,Colorado
SNOTEL:670_MT_SNTL,Northeast Entrance,2240.280029296875,45.00564956665039,-110.0140609741211,Montana
SNOTEL:671_OR_SNTL,Ochoco Meadows,1655.06396484375,44.42916870117188,-120.3311004638672,Oregon
SNOTEL:672_WA_SNTL,Olallie Meadows,1228.343994140625,47.374061584472656,-121.44213104248048,Washington
SNOTEL:673_WY_SNTL,Old Battle,3048.0,41.153968811035156,-106.96936798095705,Wyoming
SNOTEL:676_WY_SNTL,Owl Creek,2735.580078125,43.6586799621582,-109.00988006591795,Wyoming
SNOTEL:677_ID_SNTL,Oxford Spring,2054.35205078125,42.26015090942383,-112.12515258789062,Idaho
SNOTEL:680_CO_SNTL,Park Cone,2926.080078125,38.81996154785156,-106.58973693847656,Colorado
SNOTEL:681_WA_SNTL,Park Creek Ridge,1402.0799560546875,48.44488143920898,-120.91551208496094,Washington
SNOTEL:682_CO_SNTL,Park Reservoir,3035.80810546875,39.04644012451172,-107.87413787841795,Colorado
SNOTEL:683_WY_SNTL,Parker Peak,2865.1201171875,44.73395919799805,-109.9148406982422,Wyoming
SNOTEL:684_UT_SNTL,Parleys Summit,2311.907958984375,40.7618408203125,-111.6291732788086,Utah
SNOTEL:686_UT_SNTL,Payson R.S.,2451.811279296875,39.92975997924805,-111.63108825683594,Utah
SNOTEL:689_WY_SNTL,Phillips Bench,2499.360107421875,43.516868591308594,-110.91258239746094,Wyoming
SNOTEL:690_MT_SNTL,Pickfoot Creek,2026.9200439453125,46.57978057861328,-111.26831817626952,Montana
SNOTEL:691_UT_SNTL,Pickle Keg,2749.2958984375,39.01219177246094,-111.58258819580078,Utah
SNOTEL:693_MT_SNTL,Pike Creek,1807.4639892578125,48.30305099487305,-113.32868194580078,Montana
SNOTEL:694_UT_SNTL,Pine Creek,2662.123291015625,38.88185119628906,-112.24915313720705,Utah
SNOTEL:696_MT_SNTL,Placer Basin,2691.384033203125,45.41904830932617,-110.08843994140624,Montana
SNOTEL:698_NV_SNTL,Pole Creek R.S.,2548.1279296875,41.87255096435547,-115.24713134765624,Nevada
SNOTEL:699_WA_SNTL,Pope Ridge,1094.2320556640623,47.99089813232422,-120.56622314453124,Washington
SNOTEL:700_MT_SNTL,Porcupine,1981.199951171875,46.11191940307617,-110.46959686279295,Montana
SNOTEL:702_WA_SNTL,Potato Hill,1374.64794921875,46.34962844848633,-121.51435089111328,Washington
SNOTEL:704_ID_SNTL,Prairie,1463.0400390625,43.505130767822266,-115.572998046875,Idaho
SNOTEL:706_OR_SNTL,Quartz Mountain,1743.4560546875,42.31922912597656,-120.82533264160156,Oregon
SNOTEL:708_NM_SNTL,Quemazon,2895.60009765625,35.92243957519531,-106.39202880859376,New Mexico
SNOTEL:709_CO_SNTL,Rabbit Ears,2865.1201171875,40.36782836914063,-106.7403793334961,Colorado
SNOTEL:710_OR_SNTL,Railroad Overpass,816.864013671875,43.65887069702149,-122.21272277832031,Oregon
SNOTEL:712_OR_SNTL,Red Hill,1344.16796875,45.46429824829102,-121.70427703857422,Oregon
SNOTEL:713_CO_SNTL,Red Mountain Pass,3413.760009765625,37.89179992675781,-107.71341705322266,Colorado
SNOTEL:714_UT_SNTL,Red Pine Ridge,2739.54248046875,39.45196914672852,-111.27220916748048,Utah
SNOTEL:715_NM_SNTL,Red River Pass #2,3002.280029296875,36.69924926757813,-105.34124755859376,New Mexico
SNOTEL:717_CO_SNTL,Ripple Creek,3151.632080078125,40.10811996459961,-107.29411315917969,Colorado
SNOTEL:718_CO_SNTL,Roach,2956.56005859375,40.87501907348633,-106.04602813720705,Colorado
SNOTEL:720_UT_SNTL,Rock Creek,2403.65283203125,40.54875183105469,-110.6929168701172,Utah
SNOTEL:723_UT_SNTL,Rocky Basin-Settleme,2652.979248046875,40.44292831420898,-112.22377014160156,Utah
SNOTEL:724_CA_SNTL,Rubicon #2,2322.271240234375,38.999271392822266,-120.1313934326172,California
SNOTEL:726_OR_SNTL,Saddle Mountain,947.927978515625,45.54476928710938,-123.37315368652344,Oregon
SNOTEL:727_MT_SNTL,Saddle Mtn.,2420.112060546875,45.692588806152344,-113.96827697753906,Montana
SNOTEL:728_WA_SNTL,Salmon Meadows,1359.407958984375,48.65518188476562,-119.83830261230469,Washington
SNOTEL:729_OR_SNTL,Salt Creek Falls,1286.2559814453125,43.61193084716797,-122.1175765991211,Oregon
SNOTEL:730_WY_SNTL,Salt River Summit,2328.672119140625,42.50749969482422,-110.90989685058594,Wyoming
