,location,elevation_m,Lat,Long,state,Date,SWE,Region,Prev_SWE,Delta_SWE
SNOTEL:485_CO_SNTL,Fremont Pass,3474.719971,39.37990952,-106.1968079,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:505_CO_SNTL,Grizzly Peak,3383.280029,39.6463089,-105.8697281,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:531_CO_SNTL,Hoosier Pass,3474.719971,39.3612709,-106.0597763,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:542_CO_SNTL,Independence Pass,3230.879883,39.07538986,-106.6116867,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:556_CO_SNTL,Kiln,2926.080078,39.31724167,-106.6145325,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:564_CO_SNTL,Lake Eldora,2956.560059,39.93677902,-105.5895615,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:565_CO_SNTL,Lake Irene,3261.360107,40.4143219,-105.8198013,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:607_CO_SNTL,Lynx Pass,2706.624023,40.07806015,-106.6702805,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:622_CO_SNTL,Mesa Lakes,3048,39.05831146,-108.0583496,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:658_CO_SNTL,Nast Lake,2651.76001,39.29721832,-106.6069412,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:663_CO_SNTL,Niwot,3020.568115,40.03522873,-105.5442581,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:669_CO_SNTL,North Lost Trail,2804.159912,39.07812881,-107.1438904,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:680_CO_SNTL,Park Cone,2926.080078,38.81996155,-106.5897369,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:682_CO_SNTL,Park Reservoir,3035.808105,39.04644012,-107.8741379,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:709_CO_SNTL,Rabbit Ears,2865.120117,40.36782837,-106.7403793,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:717_CO_SNTL,Ripple Creek,3151.63208,40.10811996,-107.2941132,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:718_CO_SNTL,Roach,2956.560059,40.87501907,-106.0460281,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:793_CO_SNTL,Stillwater Creek,2657.855957,40.22542953,-105.9197693,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:825_CO_SNTL,Tower,3200.399902,40.53742981,-106.6768036,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:827_CO_SNTL,Trapper Lake,2956.560059,39.99884033,-107.2361984,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:838_CO_SNTL,University Camp,3139.439941,40.03279114,-105.576149,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:842_CO_SNTL,Vail Mountain,3139.439941,39.61676025,-106.3800583,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:869_CO_SNTL,Willow Creek Pass,2907.791992,40.34703064,-106.0943298,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:913_CO_SNTL,Buffalo Park,2816.352051,40.22861099,-106.5952835,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:935_CO_SNTL,Jackwhacker Gulch,3340.60791,39.56666946,-105.8000031,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:936_CO_SNTL,Echo Lake,3230.879883,39.65626907,-105.5934525,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:937_CO_SNTL,Michigan Creek,3230.879883,39.43576813,-105.9107819,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:939_CO_SNTL,Rough And Tumble,3157.728027,39.03332901,-106.0833282,Colorado,9/24/2022,0,N_Co_Rockies,0,0
SNOTEL:328_MT_SNTL,Beaver Creek,2392.679932,44.94966125,-111.3585205,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:347_MT_SNTL,Black Bear,2490.216064,44.50831985,-111.1280289,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:385_MT_SNTL,Carrot Basin,2743.199951,44.96192169,-111.2940292,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:403_MT_SNTL,Clover Meadow,2621.280029,45.01787949,-111.8455963,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:424_ID_SNTL,Crab Creek,2103.120117,44.43700027,-111.9938431,Idaho,9/24/2022,0,SW_Mont,0,0
SNOTEL:448_MT_SNTL,Divide,2377.439941,44.79317093,-112.0564499,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:568_MT_SNTL,Lakeview Ridge,2255.52002,44.58906937,-111.8249817,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:590_MT_SNTL,Lone Mountain,2706.624023,45.27412033,-111.426918,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:603_MT_SNTL,Lower Twin,2407.919922,45.50870895,-111.9228821,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:741_ID_SNTL,Sedgwick Peak,2392.679932,42.52497101,-111.9563522,Idaho,9/24/2022,0,SW_Mont,0,0
SNOTEL:749_ID_SNTL,Sheep Mtn.,2026.920044,43.21030045,-111.6879196,Idaho,9/24/2022,0,SW_Mont,0,0
SNOTEL:761_ID_SNTL,Slug Creek Divide,2202.179932,42.56248093,-111.2979736,Idaho,9/24/2022,0,SW_Mont,0,0
SNOTEL:770_ID_SNTL,Somsen Ranch,2072.639893,42.95275116,-111.3593292,Idaho,9/24/2022,0,SW_Mont,0,0
SNOTEL:858_MT_SNTL,Whiskey Creek,2072.639893,44.61088181,-111.1499786,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:924_MT_SNTL,West Yellowstone,2042.160034,44.65866089,-111.0919876,Montana,9/24/2022,0,SW_Mont,0,0
SNOTEL:1058_CO_SNTL,Grayback,3541.775879,37.47032928,-106.5378265,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:1124_CO_SNTL,Moon Pass,3395.471924,37.96660995,-106.5583725,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:1128_CO_SNTL,Sargents Mesa,3514.343994,38.28554916,-106.3706894,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:1160_CO_SNTL,Weminuche Creek,3273.552002,37.51976013,-107.3215179,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:1185_CO_SNTL,Black Mesa,3529.583984,37.78971863,-108.1836472,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:327_CO_SNTL,Beartown,3535.679932,37.71408844,-107.5121231,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:386_CO_SNTL,Cascade,2706.624023,37.65082932,-107.8060226,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:387_CO_SNTL,Cascade #2,2718.815918,37.65800095,-107.802681,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:431_CO_SNTL,Cumbres Trestle,3060.191895,37.01877975,-106.4517899,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:465_CO_SNTL,El Diente Peak,3048,37.78617096,-108.021553,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:580_CO_SNTL,Lily Pond,3352.800049,37.37929153,-106.5483475,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:589_CO_SNTL,Lone Cone,2926.080078,37.89183044,-108.1954422,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:629_CO_SNTL,Mineral Creek,3060.191895,37.84746933,-107.7265701,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:713_CO_SNTL,Red Mountain Pass,3413.76001,37.89179993,-107.7134171,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:739_CO_SNTL,Scotch Creek,2773.679932,37.64556122,-108.0078583,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:762_CO_SNTL,Slumgullion,3523.488037,37.99079895,-107.20327,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:780_CO_SNTL,Spud Mountain,3249.167969,37.6986618,-107.777153,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:797_CO_SNTL,Stump Lakes,3413.76001,37.47621155,-107.6329498,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:839_CO_SNTL,Upper Rio Grande,2865.120117,37.72193909,-107.2601471,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:840_CO_SNTL,Upper San Juan,3108.959961,37.48575974,-106.83535,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:874_CO_SNTL,Wolf Creek Summit,3352.800049,37.47922134,-106.8016968,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:904_CO_SNTL,Columbus Basin,3287.268066,37.4414711,-108.0244522,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:905_CO_SNTL,Mancos,3048,37.43087006,-108.1695404,Colorado,9/24/2022,0,SW_Co_Rockies,0,0
SNOTEL:1010_OR_SNTL,Crazyman Flat,1883.66394,42.63809967,-120.949173,Oregon,9/24/2022,0,GBasin,0,0
SNOTEL:1065_UT_SNTL,Gutz Peak,2061.362305,37.49617004,-113.9423523,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:1066_UT_SNTL,Gardner Peak,2536.545654,37.40082932,-113.459877,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:1110_NV_SNTL,Rainbow Canyon,2395.728027,36.2492981,-115.6297226,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1111_NV_SNTL,Bristlecone Trail,2709.672119,36.31575012,-115.6954269,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1136_NV_SNTL,Toe Jam,2346.959961,41.31869888,-116.3407974,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1146_UT_SNTL,Oak Creek,2392.679932,39.3484993,-112.3263931,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:1147_NV_SNTL,Wheeler Peak,3066.288086,39.00994873,-114.3102112,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1150_NV_SNTL,Kalamazoo,2369.820068,39.55789948,-114.6276169,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1152_NV_SNTL,Cave Mountain,3224.174316,39.16336823,-114.6132965,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1155_NV_SNTL,Bird Creek,2297.277588,39.46138,-114.6486282,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1195_NV_SNTL,Golconda,2016.556763,40.88357925,-117.5881195,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1214_UT_SNTL,Bevans Cabin,1987.296021,40.4618187,-112.252327,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:1243_NV_SNTL,Dry Creek,1997.963989,40.86380005,-115.2201385,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1244_NV_SNTL,Pole Canyon,2365.248047,40.8629303,-115.1206665,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1247_UT_SNTL,Takka Wiiya,2780.385498,39.74103928,-113.9826202,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:1262_NV_SNTL,Fry Canyon,2072.030518,41.57022095,-115.9364471,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:1272_NV_SNTL,ONeil Creek,1987.296021,41.86420059,-115.0831604,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:2029_ID_SNTL,Reynolds Creek,1706.880005,43.28863144,-116.8431015,Idaho,9/24/2022,0,GBasin,0,0
SNOTEL:321_NV_SNTL,Bear Creek,2450.592041,41.83383942,-115.4527817,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:334_NV_SNTL,Berry Creek,2858.109619,39.31917191,-114.6227798,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:336_NV_SNTL,Big Bend,2102.510498,41.7616806,-115.6931,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:337_NV_SNTL,Big Creek Sum,2647.187988,39.29148102,-117.1150589,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:373_NV_SNTL,Buckskin Lower,2112.263916,41.75067139,-117.5318222,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:417_NV_SNTL,Corral Canyon,2574.035889,40.27550888,-115.5401688,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:476_NV_SNTL,Fawn Creek,2143.048828,41.82098007,-116.101532,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:477_OR_SNTL,Fish Creek,2334.768066,42.70991898,-118.632103,Oregon,9/24/2022,0,GBasin,0,0
SNOTEL:498_NV_SNTL,Granite Peak,2591.714355,41.6703186,-117.5666809,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:503_NV_SNTL,Green Mountain,2494.788086,40.38479996,-115.5275726,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:548_NV_SNTL,Jack Creek Upper,2248.509521,41.54674911,-116.0051727,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:549_NV_SNTL,Jacks Peak,2567.635254,41.5135994,-116.0117035,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:569_NV_SNTL,Lamance Creek,1949.196045,41.51541901,-117.6319733,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:570_NV_SNTL,Lamoille #3,2453.944824,40.64479828,-115.3812027,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:583_UT_SNTL,Little Grassy,1848.612061,37.48630905,-113.8458176,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:592_UT_SNTL,Long Flat,2432.913574,37.51255035,-113.3966064,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:610_ID_SNTL,Magic Mountain,2097.023926,42.18072128,-114.2866211,Idaho,9/24/2022,0,GBasin,0,0
SNOTEL:654_ID_SNTL,Mud Flat,1746.504028,42.60039902,-116.5592499,Idaho,9/24/2022,0,GBasin,0,0
SNOTEL:677_ID_SNTL,Oxford Spring,2054.352051,42.26015091,-112.1251526,Idaho,9/24/2022,0,GBasin,0,0
SNOTEL:698_NV_SNTL,Pole Creek R.S.,2548.12793,41.87255096,-115.2471313,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:706_OR_SNTL,Quartz Mountain,1743.456055,42.31922913,-120.8253326,Oregon,9/24/2022,0,GBasin,0,0
SNOTEL:723_UT_SNTL,Rocky Basin-Settleme,2652.979248,40.44292831,-112.2237701,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:746_NV_SNTL,Seventysix Creek,2240.280029,41.73731995,-115.4721527,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:794_OR_SNTL,Strawberry,1758.696045,42.12586975,-120.8360977,Oregon,9/24/2022,0,GBasin,0,0
SNOTEL:811_NV_SNTL,Taylor Canyon,1927.859985,41.22869873,-116.0292969,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:844_UT_SNTL,Vernon Creek,2255.824707,39.9366684,-112.4147797,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:849_NV_SNTL,Ward Mountain,2804.159912,39.13241959,-114.9557495,Nevada,9/24/2022,0,GBasin,0,0
SNOTEL:871_ID_SNTL,Wilson Creek,2170.176025,42.01256943,-115.0027771,Idaho,9/24/2022,0,GBasin,0,0
SNOTEL:906_UT_SNTL,Dry Fork,2161.946289,40.56533051,-112.1734314,Utah,9/24/2022,0,GBasin,0,0
SNOTEL:1013_UT_SNTL,Temple Fork,2257.348877,41.79299927,-111.546051,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1039_UT_SNTL,Cascade Mountain,2369.515137,40.28300095,-111.6099167,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1054_UT_SNTL,Farmington Lower,2066.239258,40.99200058,-111.8170166,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1098_UT_SNTL,Usu Doc Daniel,2520.696045,41.86425018,-111.5060272,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1113_UT_SNTL,Tony Grove RS,1929.993652,41.88573074,-111.5691833,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1114_UT_SNTL,Garden City Summit,2348.483887,41.92150116,-111.4692993,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1115_UT_SNTL,Klondike Narrows,2209.800049,41.96768951,-111.5971298,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1135_UT_SNTL,Burts Miller Ranch,2438.399902,40.9849205,-110.8507538,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1162_UT_SNTL,Blacks Fork Jct,2703.27124,40.95814133,-110.5828018,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1192_UT_SNTL,Buck Pasture,2935.833496,40.84455872,-110.6606827,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1223_UT_SNTL,Hobble Creek,2248.509521,40.18537903,-111.3597107,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1225_UT_SNTL,Redden Mine Lwr,2600.553711,40.67504883,-111.2176514,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:330_UT_SNTL,Beaver Divide,2523.743896,40.61233139,-111.0978165,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:332_UT_SNTL,Ben Lomond Peak,2343.607178,41.37602997,-111.9440536,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:333_UT_SNTL,Ben Lomond Trail,1820.265625,41.38291168,-111.9210281,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:366_UT_SNTL,Brighton,2671.876709,40.59936142,-111.5816727,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:368_UT_SNTL,Brown Duck,3222.955078,40.58102036,-110.5858688,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:392_UT_SNTL,Chalk Creek #1,2795.320801,40.85464096,-111.0476532,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:393_UT_SNTL,Chalk Creek #2,2501.79834,40.88528824,-111.0695419,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:396_UT_SNTL,Chepeta,3200.095215,40.77457809,-110.010498,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:432_UT_SNTL,Currant Creek,2412.491943,40.35747147,-111.0899277,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:455_UT_SNTL,Dry Bread Pond,2530.449707,41.41289139,-111.5376968,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:474_UT_SNTL,Farmington,2408.529541,40.97462082,-111.8097534,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:481_UT_SNTL,Five Points Lake,3335.426514,40.71784973,-110.4672089,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:484_ID_SNTL,Franklin Basin,2481.072021,42.05049896,-111.6011963,Idaho,9/24/2022,0,N_Wasatch,0,0
SNOTEL:493_ID_SNTL,Giveout,2112.263916,42.41320038,-111.1662979,Idaho,9/24/2022,0,N_Wasatch,0,0
SNOTEL:509_WY_SNTL,Hams Fork,2389.63208,42.14599991,-110.6783295,Wyoming,9/24/2022,0,N_Wasatch,0,0
SNOTEL:521_UT_SNTL,Hewinta,2895.600098,40.9500885,-110.4841919,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:522_UT_SNTL,Hickerson Park,2780.385498,40.90663147,-109.9628677,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:528_UT_SNTL,Hole-in-Rock,2794.406494,40.92166901,-110.1862335,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:533_UT_SNTL,Horse Ridge,2499.055176,41.3137207,-111.4462433,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:554_WY_SNTL,Kelley R.S.,2493.263916,42.26554108,-110.8017731,Wyoming,9/24/2022,0,N_Wasatch,0,0
SNOTEL:559_UT_SNTL,Kings Cabin,2660.294434,40.71632004,-109.5440063,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:566_UT_SNTL,Lakefork #1,3087.014404,40.59709167,-110.4331589,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:579_UT_SNTL,Lily Lake,2783.738281,40.8649292,-110.7981262,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:582_UT_SNTL,Little Bear,1995.830444,41.40562057,-111.8260727,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:596_UT_SNTL,Lookout Peak,2487.4729,40.83731079,-111.7096481,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:628_UT_SNTL,Mill-D North,2731.922363,40.65882874,-111.6368332,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:643_UT_SNTL,Mosby Mtn.,2911.754395,40.60797882,-109.8880997,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:684_UT_SNTL,Parleys Summit,2311.907959,40.76184082,-111.6291733,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:720_UT_SNTL,Rock Creek,2403.652832,40.54875183,-110.6929169,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:763_UT_SNTL,Smith  Morehouse,2325.928711,40.78931046,-111.0919189,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:765_WY_SNTL,Snider Basin,2456.687988,42.49489975,-110.5320282,Wyoming,9/24/2022,0,N_Wasatch,0,0
SNOTEL:790_UT_SNTL,Steel Creek Park,3096.158447,40.90861893,-110.5046234,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:795_UT_SNTL,Strawberry Divide,2475.890381,40.16482925,-111.2066498,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:814_UT_SNTL,Thaynes Canyon,2813.303955,40.62350082,-111.5332184,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:820_UT_SNTL,Timpanogos Divide,2481.072021,40.42816925,-111.616333,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:823_UT_SNTL,Tony Grove Lake,2582.875244,41.89833069,-111.62957,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:833_UT_SNTL,Trout Creek,2901.086426,40.73899841,-109.6727982,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:896_UT_SNTL,Hardscrabble,2209.800049,40.86832809,-111.7186508,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:972_UT_SNTL,Louis Meadow,2042.160034,40.8303299,-111.7645721,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:992_UT_SNTL,Bear River RS,2675.229492,40.8852005,-110.8276978,Utah,9/24/2022,0,N_Wasatch,0,0
SNOTEL:1011_WA_SNTL,MF Nooksack,1514.855957,48.82453156,-121.929512,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1012_WA_SNTL,Swift Creek,1353.312012,46.16379929,-122.184021,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1068_WA_SNTL,Sawmill Ridge,1414.271973,47.15991974,-121.4217224,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1085_WA_SNTL,Cayuse Pass,1597.151978,46.86954117,-121.5343018,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1104_WA_SNTL,Pepper Creek,652.2719727,46.10242081,-121.9555511,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1171_WA_SNTL,Trinity,893.0640259,48.0746994,-120.8492966,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1257_WA_SNTL,Skate Creek,1149.095947,46.64336014,-121.8304367,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1259_WA_SNTL,Muckamuck,1362.456055,48.58525848,-119.8662415,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:1263_WA_SNTL,Pinto Rock,1353.312012,46.32318115,-121.9421921,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:375_WA_SNTL,Bumping Ridge,1405.128052,46.81003189,-121.3305817,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:418_WA_SNTL,Corral Pass,1767.839966,47.01871872,-121.4646378,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:420_WA_SNTL,Cougar Mountain,975.3599854,47.27666092,-121.6713791,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:478_WA_SNTL,Fish Lake,1045.463989,47.53564835,-121.0855331,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:507_WA_SNTL,Grouse Camp,1642.871948,47.28107071,-120.487709,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:553_WA_SNTL,June Lake,1048.511963,46.14778137,-122.154129,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:591_WA_SNTL,Lone Pine,1197.864014,46.27143097,-121.962883,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:606_WA_SNTL,Lyman Lake,1822.703979,48.19797897,-120.9167786,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:642_WA_SNTL,Morse Lake,1648.968018,46.90584946,-121.4826965,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:672_WA_SNTL,Olallie Meadows,1228.343994,47.37406158,-121.442131,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:681_WA_SNTL,Park Creek Ridge,1402.079956,48.44488144,-120.9155121,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:699_WA_SNTL,Pope Ridge,1094.232056,47.99089813,-120.5662231,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:702_WA_SNTL,Potato Hill,1374.647949,46.34962845,-121.5143509,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:728_WA_SNTL,Salmon Meadows,1359.407959,48.65518188,-119.8383026,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:734_WA_SNTL,Sasse Ridge,1322.832031,47.38484955,-121.0632324,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:748_WA_SNTL,Sheep Canyon,1216.151978,46.19324875,-122.2539291,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:777_WA_SNTL,Spirit Lake,1072.895996,46.26113129,-122.1772003,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:791_WA_SNTL,Stevens Pass,1203.959961,47.74607086,-121.0928802,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:804_WA_SNTL,Surprise Lakes,1307.592041,46.0949707,-121.7634506,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:817_WA_SNTL,Thunder Basin,1316.735962,48.52753067,-120.989502,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:832_WA_SNTL,Trough,1670.303955,47.23328018,-120.2941208,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:841_WA_SNTL,Upper Wheeler,1319.784058,47.28733826,-120.3701477,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:863_WA_SNTL,White Pass E.S.,1353.312012,46.64141846,-121.3815308,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:897_WA_SNTL,Meadows Pass,984.5040283,47.2831192,-121.4719696,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:899_WA_SNTL,Tinkham Creek,911.3519897,47.33198166,-121.4697495,Washington,9/24/2022,0,N_Cascade,0,0
SNOTEL:909_WA_SNTL,Wells Creek,1228.343994,48.86610031,-121.7897568,Washington,9/24/2022,0,N_Cascade,0,0
