,location,elevation_m,Lat,Long,state,Date,SWE,Region,Prev_SWE,Delta_SWE
SNOTEL:1030_CO_SNTL,Arapaho Ridge,3340.60791015625,40.35097885131836,-106.38141632080078,Colorado,2022-11-05,2.2,N_Co_Rockies,1.5,0.7000000000000002
SNOTEL:1031_CO_SNTL,Never Summer,3133.343994140625,40.40404891967773,-105.9558334350586,Colorado,2022-11-05,2.3,N_Co_Rockies,2.0,0.2999999999999998
SNOTEL:1032_CO_SNTL,Rawah,2749.2958984375,40.70750045776367,-106.00759887695312,Colorado,2022-11-05,1.2,N_Co_Rockies,0.5,0.7
SNOTEL:1033_CO_SNTL,Zirkel,2846.83203125,40.79487991333008,-106.59535217285156,Colorado,2022-11-05,0.8,N_Co_Rockies,0.6,0.20000000000000007
SNOTEL:1040_CO_SNTL,Mccoy Park,2889.50390625,39.604679107666016,-106.5412826538086,Colorado,2022-11-05,1.6,N_Co_Rockies,1.019642857142857,0.580357142857143
SNOTEL:1061_CO_SNTL,Bear River,2767.583984375,40.06153106689453,-107.00955200195312,Colorado,2022-11-05,1.6,N_Co_Rockies,0.9,0.7000000000000001
SNOTEL:1100_CO_SNTL,Saint Elmo,3212.592041015625,38.69977951049805,-106.36801147460938,Colorado,2022-11-05,1.7,N_Co_Rockies,1.2,0.5
SNOTEL:1101_CO_SNTL,Chapman Tunnel,3081.528076171875,39.262168884277344,-106.62931060791016,Colorado,2022-11-05,2.0,N_Co_Rockies,1.5,0.5
SNOTEL:1120_CO_SNTL,Elliot Ridge,3206.49609375,39.86399841308594,-106.42459869384766,Colorado,2022-11-05,2.1,N_Co_Rockies,1.7,0.40000000000000013
SNOTEL:1122_CO_SNTL,Hourglass Lake,2859.02392578125,40.57912826538086,-105.63067626953124,Colorado,2022-11-05,1.0,N_Co_Rockies,0.6,0.4
SNOTEL:1123_CO_SNTL,Long Draw Resv,3041.904052734375,40.512298583984375,-105.7656021118164,Colorado,2022-11-05,1.3,N_Co_Rockies,0.8,0.5
SNOTEL:1141_CO_SNTL,Upper Taylor,3243.072021484375,38.99076843261719,-106.75421905517578,Colorado,2022-11-05,1.5,N_Co_Rockies,1.1,0.3999999999999999
SNOTEL:1161_CO_SNTL,Black Mountain,2718.81591796875,40.88800048828125,-105.66397094726562,Colorado,2022-11-05,0.4,N_Co_Rockies,0.2,0.2
SNOTEL:1186_CO_SNTL,Fool Creek,3398.52001953125,39.86869812011719,-105.86750030517578,Colorado,2022-11-05,1.7,N_Co_Rockies,0.9,0.7999999999999999
SNOTEL:1187_CO_SNTL,High Lonesome,3236.97607421875,40.03591918945313,-105.75470733642578,Colorado,2022-11-05,1.1,N_Co_Rockies,0.6,0.5000000000000001
SNOTEL:1251_CO_SNTL,Sawtooth,2932.176025390625,40.13697052001953,-105.58625030517578,Colorado,2022-11-05,1.7,N_Co_Rockies,0.8,0.8999999999999999
SNOTEL:1252_CO_SNTL,Elkhead Divide,2676.14404296875,40.79648971557617,-107.1012191772461,Colorado,2022-11-05,1.8,N_Co_Rockies,0.9,0.9
SNOTEL:305_CO_SNTL,Arrow,2950.464111328125,39.91550064086914,-105.76083374023438,Colorado,2022-11-05,1.6160714285714286,N_Co_Rockies,1.019642857142857,0.5964285714285715
SNOTEL:322_CO_SNTL,Bear Lake,2895.60009765625,40.311180114746094,-105.64482879638672,Colorado,2022-11-05,1.3,N_Co_Rockies,0.7,0.6000000000000001
SNOTEL:335_CO_SNTL,Berthoud Summit,3444.239990234375,39.80392074584961,-105.77789306640624,Colorado,2022-11-05,1.9,N_Co_Rockies,1.1,0.7999999999999998
SNOTEL:345_CO_SNTL,Bison Lake,3316.22412109375,39.764869689941406,-107.3568115234375,Colorado,2022-11-05,3.5,N_Co_Rockies,2.4,1.1
SNOTEL:380_CO_SNTL,Butte,3096.76806640625,38.89432907104492,-106.9530029296875,Colorado,2022-11-05,1.5,N_Co_Rockies,1.0,0.5
SNOTEL:409_CO_SNTL,Columbine Pass,2865.1201171875,38.41794967651367,-108.38249206542967,Colorado,2022-11-05,3.0,N_Co_Rockies,1.0,2.0
SNOTEL:412_CO_SNTL,Copeland Lake,2621.280029296875,40.20777893066406,-105.56861114501952,Colorado,2022-11-05,1.0,N_Co_Rockies,0.4,0.6
SNOTEL:415_CO_SNTL,Copper Mountain,3215.639892578125,39.489540100097656,-106.17095184326172,Colorado,2022-11-05,1.7,N_Co_Rockies,1.2,0.5
SNOTEL:426_CO_SNTL,Crosho,2773.679931640625,40.16744995117188,-107.05750274658205,Colorado,2022-11-05,1.0,N_Co_Rockies,0.7,0.30000000000000004
SNOTEL:438_CO_SNTL,Deadman Hill,3115.055908203125,40.80570983886719,-105.76992797851562,Colorado,2022-11-05,1.3,N_Co_Rockies,1.0,0.30000000000000004
SNOTEL:457_CO_SNTL,Dry Lake,2560.320068359375,40.53396987915039,-106.78130340576172,Colorado,2022-11-05,2.6,N_Co_Rockies,1.2,1.4000000000000001
SNOTEL:467_CO_SNTL,Elk River,2651.760009765625,40.84780883789063,-106.96871185302734,Colorado,2022-11-05,1.7,N_Co_Rockies,1.1,0.5999999999999999
SNOTEL:485_CO_SNTL,Fremont Pass,3474.719970703125,39.37990951538086,-106.19680786132812,Colorado,2022-11-05,1.4,N_Co_Rockies,1.0,0.3999999999999999
SNOTEL:505_CO_SNTL,Grizzly Peak,3383.280029296875,39.64630889892578,-105.8697280883789,Colorado,2022-11-05,1.5,N_Co_Rockies,0.8,0.7
SNOTEL:531_CO_SNTL,Hoosier Pass,3474.719970703125,39.361270904541016,-106.05977630615234,Colorado,2022-11-05,1.1,N_Co_Rockies,0.7,0.40000000000000013
SNOTEL:542_CO_SNTL,Independence Pass,3230.8798828125,39.07538986206055,-106.61168670654295,Colorado,2022-11-05,2.0,N_Co_Rockies,1.1,0.8999999999999999
SNOTEL:556_CO_SNTL,Kiln,2926.080078125,39.31724166870117,-106.61453247070312,Colorado,2022-11-05,1.8,N_Co_Rockies,1.5,0.30000000000000004
SNOTEL:564_CO_SNTL,Lake Eldora,2956.56005859375,39.9367790222168,-105.58956146240234,Colorado,2022-11-05,0.9,N_Co_Rockies,0.4,0.5
SNOTEL:565_CO_SNTL,Lake Irene,3261.360107421875,40.41432189941406,-105.8198013305664,Colorado,2022-11-05,1.1,N_Co_Rockies,0.8,0.30000000000000004
SNOTEL:607_CO_SNTL,Lynx Pass,2706.6240234375,40.07806015014648,-106.67028045654295,Colorado,2022-11-05,1.3,N_Co_Rockies,0.6,0.7000000000000001
SNOTEL:622_CO_SNTL,Mesa Lakes,3048.0,39.05831146240234,-108.058349609375,Colorado,2022-11-05,2.8,N_Co_Rockies,1.9,0.8999999999999999
SNOTEL:658_CO_SNTL,Nast Lake,2651.760009765625,39.29721832275391,-106.60694122314452,Colorado,2022-11-05,1.6,N_Co_Rockies,1.1,0.5
SNOTEL:663_CO_SNTL,Niwot,3020.568115234375,40.03522872924805,-105.54425811767578,Colorado,2022-11-05,1.6,N_Co_Rockies,0.8,0.8
SNOTEL:669_CO_SNTL,North Lost Trail,2804.159912109375,39.07812881469727,-107.14389038085938,Colorado,2022-11-05,2.5,N_Co_Rockies,1.7,0.8
SNOTEL:680_CO_SNTL,Park Cone,2926.080078125,38.81996154785156,-106.58973693847656,Colorado,2022-11-05,1.5,N_Co_Rockies,0.8,0.7
SNOTEL:682_CO_SNTL,Park Reservoir,3035.80810546875,39.04644012451172,-107.87413787841795,Colorado,2022-11-05,1.6160714285714286,N_Co_Rockies,3.0,-1.3839285714285714
SNOTEL:709_CO_SNTL,Rabbit Ears,2865.1201171875,40.36782836914063,-106.7403793334961,Colorado,2022-11-05,2.6,N_Co_Rockies,1.9,0.7000000000000002
SNOTEL:717_CO_SNTL,Ripple Creek,3151.632080078125,40.10811996459961,-107.29411315917967,Colorado,2022-11-05,3.2,N_Co_Rockies,1.7,1.5000000000000002
SNOTEL:718_CO_SNTL,Roach,2956.56005859375,40.87501907348633,-106.04602813720705,Colorado,2022-11-05,1.3,N_Co_Rockies,0.7,0.6000000000000001
SNOTEL:793_CO_SNTL,Stillwater Creek,2657.85595703125,40.22542953491211,-105.91976928710938,Colorado,2022-11-05,0.0,N_Co_Rockies,0.0,0.0
SNOTEL:825_CO_SNTL,Tower,3200.39990234375,40.53742980957031,-106.6768035888672,Colorado,2022-11-05,3.4,N_Co_Rockies,1.9,1.5
SNOTEL:827_CO_SNTL,Trapper Lake,2956.56005859375,39.99884033203125,-107.23619842529295,Colorado,2022-11-05,1.7,N_Co_Rockies,1.0,0.7
SNOTEL:838_CO_SNTL,University Camp,3139.43994140625,40.03279113769531,-105.5761489868164,Colorado,2022-11-05,1.3,N_Co_Rockies,0.4,0.9
SNOTEL:842_CO_SNTL,Vail Mountain,3139.43994140625,39.61676025390625,-106.38005828857422,Colorado,2022-11-05,2.1,N_Co_Rockies,1.4,0.7000000000000002
SNOTEL:869_CO_SNTL,Willow Creek Pass,2907.7919921875,40.34703063964844,-106.09432983398438,Colorado,2022-11-05,1.5,N_Co_Rockies,1.1,0.3999999999999999
SNOTEL:913_CO_SNTL,Buffalo Park,2816.35205078125,40.22861099243164,-106.59528350830078,Colorado,2022-11-05,1.1,N_Co_Rockies,0.7,0.40000000000000013
SNOTEL:935_CO_SNTL,Jackwhacker Gulch,3340.60791015625,39.56666946411133,-105.8000030517578,Colorado,2022-11-05,1.1,N_Co_Rockies,0.6,0.5000000000000001
SNOTEL:936_CO_SNTL,Echo Lake,3230.8798828125,39.65626907348633,-105.59345245361328,Colorado,2022-11-05,1.4,N_Co_Rockies,0.7,0.7
SNOTEL:937_CO_SNTL,Michigan Creek,3230.8798828125,39.435768127441406,-105.91078186035156,Colorado,2022-11-05,1.0,N_Co_Rockies,0.6,0.4
SNOTEL:939_CO_SNTL,Rough And Tumble,3157.72802734375,39.03332901000977,-106.08332824707033,Colorado,2022-11-05,0.3,N_Co_Rockies,0.2,0.09999999999999998
SNOTEL:328_MT_SNTL,Beaver Creek,2392.679931640625,44.94966125488281,-111.3585205078125,Montana,2022-11-05,2.0,SW_Mont,1.4,0.6000000000000001
SNOTEL:347_MT_SNTL,Black Bear,2490.216064453125,44.50831985473633,-111.1280288696289,Montana,2022-11-05,3.8,SW_Mont,2.5,1.2999999999999998
SNOTEL:385_MT_SNTL,Carrot Basin,2743.199951171875,44.96192169189453,-111.29402923583984,Montana,2022-11-05,4.8,SW_Mont,3.7,1.0999999999999996
SNOTEL:403_MT_SNTL,Clover Meadow,2621.280029296875,45.017879486083984,-111.84559631347656,Montana,2022-11-05,3.2,SW_Mont,2.5,0.7000000000000002
SNOTEL:424_ID_SNTL,Crab Creek,2103.1201171875,44.4370002746582,-111.99384307861328,Idaho,2022-11-05,1.8,SW_Mont,0.9,0.9
SNOTEL:448_MT_SNTL,Divide,2377.43994140625,44.79317092895508,-112.05644989013672,Montana,2022-11-05,1.9,SW_Mont,1.2,0.7
SNOTEL:568_MT_SNTL,Lakeview Ridge,2255.52001953125,44.58906936645508,-111.82498168945312,Montana,2022-11-05,1.0,SW_Mont,0.8,0.19999999999999996
SNOTEL:590_MT_SNTL,Lone Mountain,2706.6240234375,45.27412033081055,-111.42691802978516,Montana,2022-11-05,3.4,SW_Mont,2.8,0.6000000000000001
SNOTEL:603_MT_SNTL,Lower Twin,2407.919921875,45.50870895385742,-111.92288208007812,Montana,2022-11-05,2.2,SW_Mont,1.2,1.0000000000000002
SNOTEL:741_ID_SNTL,Sedgwick Peak,2392.679931640625,42.52497100830078,-111.95635223388672,Idaho,2022-11-05,1.6,SW_Mont,0.8,0.8
SNOTEL:749_ID_SNTL,Sheep Mtn.,2026.9200439453125,43.21030044555664,-111.68791961669922,Idaho,2022-11-05,1.5,SW_Mont,0.6,0.9
SNOTEL:761_ID_SNTL,Slug Creek Divide,2202.179931640625,42.56248092651367,-111.2979736328125,Idaho,2022-11-05,1.2,SW_Mont,0.8,0.3999999999999999
SNOTEL:770_ID_SNTL,Somsen Ranch,2072.639892578125,42.95275115966797,-111.3593292236328,Idaho,2022-11-05,1.3,SW_Mont,0.5,0.8
SNOTEL:858_MT_SNTL,Whiskey Creek,2072.639892578125,44.61088180541992,-111.14997863769533,Montana,2022-11-05,1.2,SW_Mont,0.5,0.7
SNOTEL:924_MT_SNTL,West Yellowstone,2042.1600341796875,44.65866088867188,-111.09198760986328,Montana,2022-11-05,1.0,SW_Mont,0.2,0.8
SNOTEL:1058_CO_SNTL,Grayback,3541.77587890625,37.47032928466797,-106.53782653808594,Colorado,2022-11-05,2.8,SW_Co_Rockies,1.2,1.5999999999999999
SNOTEL:1124_CO_SNTL,Moon Pass,3395.471923828125,37.966609954833984,-106.5583724975586,Colorado,2022-11-05,0.7,SW_Co_Rockies,0.2,0.49999999999999994
SNOTEL:1128_CO_SNTL,Sargents Mesa,3514.343994140625,38.28554916381836,-106.37068939208984,Colorado,2022-11-05,1.3,SW_Co_Rockies,0.9,0.4
SNOTEL:1160_CO_SNTL,Weminuche Creek,3273.552001953125,37.51976013183594,-107.32151794433594,Colorado,2022-11-05,2.0,SW_Co_Rockies,0.9,1.1
SNOTEL:1185_CO_SNTL,Black Mesa,3529.583984375,37.78971862792969,-108.18364715576172,Colorado,2022-11-05,2.8,SW_Co_Rockies,1.4,1.4
SNOTEL:327_CO_SNTL,Beartown,3535.679931640625,37.714088439941406,-107.51212310791016,Colorado,2022-11-05,3.6,SW_Co_Rockies,1.4,2.2
SNOTEL:386_CO_SNTL,Cascade,2706.6240234375,37.65082931518555,-107.80602264404295,Colorado,2022-11-05,2.222727272727272,SW_Co_Rockies,0.890909090909091,1.3318181818181811
SNOTEL:387_CO_SNTL,Cascade #2,2718.81591796875,37.65800094604492,-107.80268096923828,Colorado,2022-11-05,0.9,SW_Co_Rockies,0.0,0.9
SNOTEL:431_CO_SNTL,Cumbres Trestle,3060.19189453125,37.01877975463867,-106.45178985595705,Colorado,2022-11-05,2.5,SW_Co_Rockies,1.0,1.5
SNOTEL:465_CO_SNTL,El Diente Peak,3048.0,37.786170959472656,-108.02155303955078,Colorado,2022-11-05,1.2,SW_Co_Rockies,0.6,0.6
SNOTEL:580_CO_SNTL,Lily Pond,3352.800048828125,37.37929153442383,-106.54834747314452,Colorado,2022-11-05,2.7,SW_Co_Rockies,1.2,1.5000000000000002
SNOTEL:589_CO_SNTL,Lone Cone,2926.080078125,37.89183044433594,-108.19544219970705,Colorado,2022-11-05,2.8,SW_Co_Rockies,1.7,1.0999999999999999
SNOTEL:629_CO_SNTL,Mineral Creek,3060.19189453125,37.847469329833984,-107.72657012939452,Colorado,2022-11-05,2.2,SW_Co_Rockies,0.8,1.4000000000000001
SNOTEL:713_CO_SNTL,Red Mountain Pass,3413.760009765625,37.89179992675781,-107.71341705322266,Colorado,2022-11-05,3.1,SW_Co_Rockies,1.6,1.5
SNOTEL:739_CO_SNTL,Scotch Creek,2773.679931640625,37.64556121826172,-108.0078582763672,Colorado,2022-11-05,0.9,SW_Co_Rockies,0.1,0.8
SNOTEL:762_CO_SNTL,Slumgullion,3523.488037109375,37.99079895019531,-107.2032699584961,Colorado,2022-11-05,2.0,SW_Co_Rockies,0.7,1.3
SNOTEL:780_CO_SNTL,Spud Mountain,3249.16796875,37.69866180419922,-107.77715301513672,Colorado,2022-11-05,2.5,SW_Co_Rockies,1.1,1.4
SNOTEL:797_CO_SNTL,Stump Lakes,3413.760009765625,37.47621154785156,-107.63294982910156,Colorado,2022-11-05,2.4,SW_Co_Rockies,0.8,1.5999999999999999
SNOTEL:839_CO_SNTL,Upper Rio Grande,2865.1201171875,37.72193908691406,-107.26014709472656,Colorado,2022-11-05,0.9,SW_Co_Rockies,0.4,0.5
SNOTEL:840_CO_SNTL,Upper San Juan,3108.9599609375,37.48575973510742,-106.8353500366211,Colorado,2022-11-05,3.8,SW_Co_Rockies,1.2,2.5999999999999996
SNOTEL:874_CO_SNTL,Wolf Creek Summit,3352.800048828125,37.47922134399414,-106.80169677734376,Colorado,2022-11-05,5.0,SW_Co_Rockies,1.8,3.2
SNOTEL:904_CO_SNTL,Columbus Basin,3287.26806640625,37.44147109985352,-108.02445220947266,Colorado,2022-11-05,1.8,SW_Co_Rockies,0.6,1.2000000000000002
SNOTEL:905_CO_SNTL,Mancos,3048.0,37.43087005615234,-108.16954040527344,Colorado,2022-11-05,1.0,SW_Co_Rockies,0.0,1.0
SNOTEL:1010_OR_SNTL,Crazyman Flat,1883.6639404296875,42.63809967041016,-120.9491729736328,Oregon,2022-11-05,0.8,GBasin,0.1,0.7000000000000001
SNOTEL:1065_UT_SNTL,Gutz Peak,2061.3623046875,37.49617004394531,-113.94235229492188,Utah,2022-11-05,0.6,GBasin,0.0,0.6
SNOTEL:1066_UT_SNTL,Gardner Peak,2536.545654296875,37.40082931518555,-113.45987701416016,Utah,2022-11-05,0.7,GBasin,0.6,0.09999999999999998
SNOTEL:1110_NV_SNTL,Rainbow Canyon,2395.72802734375,36.24929809570313,-115.62972259521484,Nevada,2022-11-05,0.0,GBasin,0.0,0.0
SNOTEL:1111_NV_SNTL,Bristlecone Trail,2709.672119140625,36.31575012207031,-115.69542694091795,Nevada,2022-11-05,0.2,GBasin,0.0,0.2
SNOTEL:1136_NV_SNTL,Toe Jam,2346.9599609375,41.31869888305664,-116.3407974243164,Nevada,2022-11-05,1.7,GBasin,0.9,0.7999999999999999
SNOTEL:1146_UT_SNTL,Oak Creek,2392.679931640625,39.3484992980957,-112.3263931274414,Utah,2022-11-05,0.3,GBasin,0.0,0.3
SNOTEL:1147_NV_SNTL,Wheeler Peak,3066.2880859375,39.00994873046875,-114.31021118164062,Nevada,2022-11-05,2.4,GBasin,1.2,1.2
SNOTEL:1150_NV_SNTL,Kalamazoo,2369.820068359375,39.557899475097656,-114.62761688232422,Nevada,2022-11-05,0.4,GBasin,0.0,0.4
SNOTEL:1152_NV_SNTL,Cave Mountain,3224.17431640625,39.163368225097656,-114.61329650878906,Nevada,2022-11-05,1.6,GBasin,1.2,0.40000000000000013
SNOTEL:1155_NV_SNTL,Bird Creek,2297.277587890625,39.46138000488281,-114.64862823486328,Nevada,2022-11-05,0.4,GBasin,0.0,0.4
SNOTEL:1195_NV_SNTL,Golconda,2016.5567626953125,40.88357925415039,-117.58811950683594,Nevada,2022-11-05,0.7,GBasin,0.0,0.7
SNOTEL:1214_UT_SNTL,Bevans Cabin,1987.2960205078125,40.46181869506836,-112.25232696533205,Utah,2022-11-05,0.8,GBasin,1.1,-0.30000000000000004
SNOTEL:1243_NV_SNTL,Dry Creek,1997.9639892578125,40.86380004882813,-115.22013854980467,Nevada,2022-11-05,0.2,GBasin,0.0,0.2
SNOTEL:1244_NV_SNTL,Pole Canyon,2365.248046875,40.86293029785156,-115.12066650390624,Nevada,2022-11-05,0.7,GBasin,0.5,0.19999999999999996
SNOTEL:1247_UT_SNTL,Takka Wiiya,2780.385498046875,39.74103927612305,-113.9826202392578,Utah,2022-11-05,1.0,GBasin,0.8,0.19999999999999996
SNOTEL:1262_NV_SNTL,Fry Canyon,2072.030517578125,41.570220947265625,-115.93644714355467,Nevada,2022-11-05,0.2,GBasin,0.0,0.2
SNOTEL:1272_NV_SNTL,ONeil Creek,1987.2960205078125,41.864200592041016,-115.08316040039062,Nevada,2022-11-05,0.7,GBasin,0.0,0.7
SNOTEL:2029_ID_SNTL,Reynolds Creek,1706.8800048828125,43.28863143920898,-116.84310150146484,Idaho,2022-11-05,0.2,GBasin,0.0,0.2
SNOTEL:321_NV_SNTL,Bear Creek,2450.592041015625,41.83383941650391,-115.4527816772461,Nevada,2022-11-05,2.7,GBasin,1.2,1.5000000000000002
SNOTEL:334_NV_SNTL,Berry Creek,2858.109619140625,39.31917190551758,-114.6227798461914,Nevada,2022-11-05,1.8,GBasin,1.4,0.40000000000000013
SNOTEL:336_NV_SNTL,Big Bend,2102.510498046875,41.761680603027344,-115.69309997558594,Nevada,2022-11-05,0.4,GBasin,0.0,0.4
SNOTEL:337_NV_SNTL,Big Creek Sum,2647.18798828125,39.291481018066406,-117.11505889892578,Nevada,2022-11-05,1.5,GBasin,0.9,0.6
SNOTEL:373_NV_SNTL,Buckskin Lower,2112.263916015625,41.75067138671875,-117.53182220458984,Nevada,2022-11-05,1.2,GBasin,0.1,1.0999999999999999
SNOTEL:417_NV_SNTL,Corral Canyon,2574.035888671875,40.27550888061523,-115.54016876220705,Nevada,2022-11-05,3.0,GBasin,2.2,0.7999999999999998
SNOTEL:476_NV_SNTL,Fawn Creek,2143.048828125,41.82098007202149,-116.10153198242188,Nevada,2022-11-05,1.9,GBasin,0.9,0.9999999999999999
SNOTEL:477_OR_SNTL,Fish Creek,2334.76806640625,42.70991897583008,-118.6321029663086,Oregon,2022-11-05,2.9,GBasin,1.6,1.2999999999999998
SNOTEL:498_NV_SNTL,Granite Peak,2591.71435546875,41.670318603515625,-117.56668090820312,Nevada,2022-11-05,1.7,GBasin,0.8,0.8999999999999999
SNOTEL:503_NV_SNTL,Green Mountain,2494.7880859375,40.38479995727539,-115.52757263183594,Nevada,2022-11-05,1.6,GBasin,1.1,0.5
SNOTEL:548_NV_SNTL,Jack Creek Upper,2248.509521484375,41.54674911499024,-116.0051727294922,Nevada,2022-11-05,1.4,GBasin,0.8,0.5999999999999999
SNOTEL:549_NV_SNTL,Jacks Peak,2567.63525390625,41.51359939575195,-116.01170349121094,Nevada,2022-11-05,1.0659574468085105,GBasin,0.5319148936170214,0.5340425531914891
SNOTEL:569_NV_SNTL,Lamance Creek,1949.196044921875,41.515419006347656,-117.63197326660156,Nevada,2022-11-05,0.7,GBasin,0.0,0.7
SNOTEL:570_NV_SNTL,Lamoille #3,2453.94482421875,40.644798278808594,-115.3812026977539,Nevada,2022-11-05,1.6,GBasin,1.1,0.5
SNOTEL:583_UT_SNTL,Little Grassy,1848.612060546875,37.48630905151367,-113.84581756591795,Utah,2022-11-05,0.0,GBasin,0.0,0.0
SNOTEL:592_UT_SNTL,Long Flat,2432.91357421875,37.51255035400391,-113.3966064453125,Utah,2022-11-05,1.0,GBasin,0.0,1.0
SNOTEL:610_ID_SNTL,Magic Mountain,2097.02392578125,42.18072128295898,-114.28662109375,Idaho,2022-11-05,2.8,GBasin,1.3,1.4999999999999998
SNOTEL:654_ID_SNTL,Mud Flat,1746.5040283203125,42.600399017333984,-116.55924987792967,Idaho,2022-11-05,0.4,GBasin,0.0,0.4
SNOTEL:677_ID_SNTL,Oxford Spring,2054.35205078125,42.26015090942383,-112.12515258789062,Idaho,2022-11-05,0.3,GBasin,0.0,0.3
SNOTEL:698_NV_SNTL,Pole Creek R.S.,2548.1279296875,41.87255096435547,-115.24713134765624,Nevada,2022-11-05,2.3,GBasin,1.3,0.9999999999999998
SNOTEL:706_OR_SNTL,Quartz Mountain,1743.4560546875,42.31922912597656,-120.82533264160156,Oregon,2022-11-05,0.2,GBasin,0.0,0.2
SNOTEL:723_UT_SNTL,Rocky Basin-Settleme,2652.979248046875,40.44292831420898,-112.22377014160156,Utah,2022-11-05,1.5,GBasin,1.1,0.3999999999999999
SNOTEL:746_NV_SNTL,Seventysix Creek,2240.280029296875,41.73731994628906,-115.47215270996094,Nevada,2022-11-05,1.3,GBasin,0.0,1.3
SNOTEL:794_OR_SNTL,Strawberry,1758.696044921875,42.12586975097656,-120.83609771728516,Oregon,2022-11-05,0.0,GBasin,0.0,0.0
SNOTEL:811_NV_SNTL,Taylor Canyon,1927.8599853515625,41.22869873046875,-116.029296875,Nevada,2022-11-05,0.0,GBasin,0.0,0.0
SNOTEL:844_UT_SNTL,Vernon Creek,2255.82470703125,39.936668395996094,-112.41477966308594,Utah,2022-11-05,0.4,GBasin,0.0,0.4
SNOTEL:849_NV_SNTL,Ward Mountain,2804.159912109375,39.13241958618164,-114.95574951171876,Nevada,2022-11-05,0.3,GBasin,0.0,0.3
SNOTEL:871_ID_SNTL,Wilson Creek,2170.176025390625,42.01256942749024,-115.00277709960938,Idaho,2022-11-05,1.0,GBasin,0.7,0.30000000000000004
SNOTEL:906_UT_SNTL,Dry Fork,2161.9462890625,40.56533050537109,-112.17343139648438,Utah,2022-11-05,2.6,GBasin,2.1,0.5
SNOTEL:1013_UT_SNTL,Temple Fork,2257.348876953125,41.79299926757813,-111.54605102539062,Utah,2022-11-05,1.1,N_Wasatch,0.6,0.5000000000000001
SNOTEL:1039_UT_SNTL,Cascade Mountain,2369.51513671875,40.28300094604492,-111.60991668701172,Utah,2022-11-05,1.8,N_Wasatch,1.1,0.7
SNOTEL:1054_UT_SNTL,Farmington Lower,2066.2392578125,40.992000579833984,-111.8170166015625,Utah,2022-11-05,1.7,N_Wasatch,0.9,0.7999999999999999
SNOTEL:1098_UT_SNTL,Usu Doc Daniel,2520.696044921875,41.86425018310547,-111.50602722167967,Utah,2022-11-05,1.7,N_Wasatch,1.1,0.5999999999999999
SNOTEL:1113_UT_SNTL,Tony Grove RS,1929.99365234375,41.8857307434082,-111.56918334960938,Utah,2022-11-05,0.3,N_Wasatch,0.0,0.3
SNOTEL:1114_UT_SNTL,Garden City Summit,2348.48388671875,41.92150115966797,-111.46929931640624,Utah,2022-11-05,0.9,N_Wasatch,0.6,0.30000000000000004
SNOTEL:1115_UT_SNTL,Klondike Narrows,2209.800048828125,41.96768951416016,-111.59712982177734,Utah,2022-11-05,1.7,N_Wasatch,1.1,0.5999999999999999
SNOTEL:1135_UT_SNTL,Burts Miller Ranch,2438.39990234375,40.98492050170898,-110.85075378417967,Utah,2022-11-05,1.0,N_Wasatch,0.3,0.7
SNOTEL:1162_UT_SNTL,Blacks Fork Jct,2703.271240234375,40.9581413269043,-110.58280181884766,Utah,2022-11-05,2.0,N_Wasatch,1.1,0.8999999999999999
SNOTEL:1192_UT_SNTL,Buck Pasture,2935.83349609375,40.84455871582031,-110.66068267822266,Utah,2022-11-05,2.0,N_Wasatch,1.0,1.0
SNOTEL:1223_UT_SNTL,Hobble Creek,2248.509521484375,40.18537902832031,-111.35971069335938,Utah,2022-11-05,0.5,N_Wasatch,0.0,0.5
SNOTEL:1225_UT_SNTL,Redden Mine Lwr,2600.5537109375,40.675048828125,-111.2176513671875,Utah,2022-11-05,2.0,N_Wasatch,1.3,0.7
SNOTEL:330_UT_SNTL,Beaver Divide,2523.743896484375,40.61233139038086,-111.09781646728516,Utah,2022-11-05,1.6,N_Wasatch,0.9,0.7000000000000001
SNOTEL:332_UT_SNTL,Ben Lomond Peak,2343.607177734375,41.37602996826172,-111.94405364990234,Utah,2022-11-05,2.2,N_Wasatch,1.6,0.6000000000000001
SNOTEL:333_UT_SNTL,Ben Lomond Trail,1820.265625,41.382911682128906,-111.92102813720705,Utah,2022-11-05,0.8,N_Wasatch,0.8,0.0
SNOTEL:366_UT_SNTL,Brighton,2671.876708984375,40.59936141967773,-111.58167266845705,Utah,2022-11-05,2.8,N_Wasatch,1.9,0.8999999999999999
SNOTEL:368_UT_SNTL,Brown Duck,3222.955078125,40.58102035522461,-110.58586883544922,Utah,2022-11-05,1.8,N_Wasatch,1.0,0.8
SNOTEL:392_UT_SNTL,Chalk Creek #1,2795.32080078125,40.85464096069336,-111.0476531982422,Utah,2022-11-05,2.9,N_Wasatch,1.7,1.2
SNOTEL:393_UT_SNTL,Chalk Creek #2,2501.79833984375,40.88528823852539,-111.06954193115234,Utah,2022-11-05,3.3,N_Wasatch,2.0,1.2999999999999998
SNOTEL:396_UT_SNTL,Chepeta,3200.09521484375,40.77457809448242,-110.010498046875,Utah,2022-11-05,1.8,N_Wasatch,0.9,0.9
SNOTEL:432_UT_SNTL,Currant Creek,2412.491943359375,40.35747146606445,-111.08992767333984,Utah,2022-11-05,1.0,N_Wasatch,0.0,1.0
